record_id,combined_text_raw,symptom_text,cause_text,action_text,asset_text,fault_class_text
INC00087589,pompe gasoil en arret le gasoil coule enormement au niveau de la pompe pour le moment les services de gasoil sont arrete la vanne est aussi arrete pour eviter l ecoulement urgence signalee remplacement separateur reparation clapet antisyphon essais ok,le gasoil coule enormement au niveau de la pompe,,remplacement separateur,pompe; separateur; clapet anti-syphon,dispenser related issue
INC00050379,les courroies des pompes 2 et 4 sont usees elles sifflent enormement remplacement courroie des pompes g7 et g3,les courroies des pompes sont usees elle sifflent enormement,,remplacement courroie,pompe; courroie,dispenser related issue
INC00077887,la machine de la laverie ne pompe pas le shampoing et la cire de brillance besoin d amorcer purge et amorcage des pompes doseuses essais ok,la machine de la laverie ne pompe pas le shampoing et la cire de brillance besoin d amorcer,,purge et amorcage des pompes doseuses,pompe doseuse,car wash related issue
INC00050076,nous avons un extincteur de 9kg dont le plomb est defectueux pose scellee,extincteur de 9kg dont le plomb est defectueux,,pose scelle,extincteur,safety related issue
INC00047055,terminal affiche la croix verification du probleme reparametrage ok telecollecte reste en observations,terminal affiche la croix,,reparametrage tpe,terminal,pos related issue
INC00057524,la jauge electronique de notre cuve a gazole n affiche plus rien console maglink endommage a remplacer,la jauge electronique de notre cuve a gazole n affiche plus rien,console maglink endommage,remplacement console maglink,console maglink; jauge electronique; cuve,tank gauge related issue
INC00077437,bonjour le back office a perdu la date et l heure nous demandons l intervention des administraeurs reprogramtion de l heure du back office,le back office a perdu la date et l heure,,reprogramtion l heure du back office,back office,pos related issue
INC00061205,la pompe ne ronfle pas verifications et remplacement des batteries essai ok,la pompe ne ronfle pas,,remplacement batterie,batterie; pompe,dispenser related issue
INC00073121,le cote brosse ne sort plus de savon purge pompe doseuse shampoing remplacement brosse a mousse essais ok pression insuffisante au niveau du surpresseur,le cote brosse ne sort plus de savon,,purge pompe doseuse shampoing,pompe doseuse; brosse a mousse,car wash related issue
INC00089624,index pompe super 2 bloque remplacement carte totalisateur et totalisateur essais ok,index pompe bloque,,remplacement totalisateur,pompe; carte totalisateur; totalisateur,dispenser related issue
INC00081344,la courroie de la pompe quadro crit enormement pendant le service svp remplacement courroie reglage remplacement bec super 4 essais ok,la courroie de la pompe quadro crit enormement pendant le service,,remplacement courroie reglage courroie,pompe; courroie; bec pistolet,dispenser related issue
INC00081610,le soufflet des filtres a air est en panne remplacement soufflette air essais ok,le soufflet des filtres a air est en panne,,remplacement soufflette air,soufflette air,car service related issue
INC00083013,pompe 10 enrouleur defectueux remplacement enrouleur pompe 10 essais ok,pompe 10 enrouleur defectueux,,remplacement enrouleur pompe,pompe; enrouleur,car service related issue
INC00079119,pompe gasoil 1 un cote de l afficheur ne fonctionne pas pendant le service on lit les qtes et les montants sur un cote verification de la panne arret de la pompe remplacement de l afficheur remise en service de la pompe ok,un cote de l afficheur ne fonctionne pas pendant le service on lit les qtes et les montants sur un cote,,remplacement afficheur,pompe; afficheur,dispenser related issue
INC00044776,site en arret nettoyage des filtres,site en arret,,nettoyage des filtres,filtre,dispenser related issue
INC00069391,au niveau de la quadro super 3 4 et gazole 3 4 est en arret redemarrage pompe controle connexions essais ok,la quadro est en arret,,redemarrage pompe,pompe,dispenser related issue
INC00076299,flexible de la pompe super 2 persee pompe deja en arret remplacement flexible super2,flexible de la pompe super persee pompe deja en arret,,remplacement flexible,pompe; flexible pompe,dispenser related issue
INC00062472,les donnees ne remontent pas retablissement connexion internet remontees des donnees ok,les donnees ne remontent pas,,retablissement connexion internet,,dialog related issue
INC00058017,pompe duo s5 g5 en panne elle affiche error et les panneaux au fuel pos verifications et remplacement des batteries essai ok,pompe duo en panne elle affiche error et les panneaux au fuel pos,,remplacement batterie,pompe; batterie,dispenser related issue
INC00078945,le bout de connexion du manometre d air a la volve est endommage verifications et remplacement du flexible embout air,le bout de connexion du manometre d air a la volve est endommage,,remplacement flexible embout air,manometre; flexible embout air,car service related issue
INC00068783,prise borne a air defectueuse prise electrique a remplacer,prise borne a air defectueuse,,prise electrique a remplacer,borne a air; prise electrique,car service related issue
INC00076881,le mano du compresseur s est endommage besoin d un remplacement pose d un mono de gonflage,le mano du compresseur s est endommage besoin d un remplacement,,remplacement mano de gonflage,mano de gonflage,car service related issue
INC00081969,flexible borne a air coupe flexible remplace,flexible borne a air coupe,,remplacement flexible,flexible air; borne a air,car service related issue
INC00081435,connexion internet absente au back office verifications et remplacement du convertisseur usbrj45,connexion internet absente au back office,,remplacement du convertisseur usb rj45,convertisseur; usbrj45,pos related issue
INC00086718,la pompes super 7 8 et gazole 7 8 est hors service elle ne rentre a 0 et est ne demar pas non plus urgence signale consignation de la pompe controle et remplacement de la batterie alimentation de la pompe test ok,la pompes super et gazole est hors service pompe ne rentre a 0 pompe ne demar pas non plus,,remplacement batterie,batterie; pompe,dispenser related issue
INC00068190,la pompe gazole 2 les chiffre electronique compte sans arret reprogrammation de la cpu,la pompe gazole les chiffre electronique compte sans arret,,reprogrammation calculateur,pompe; calculateur,dispenser related issue
INC00039394,bras de chargement en arret remplacement des electro aimant,bras de chargement en arret,,remplacement des electro aimant,bras de chargement; electro-aimant,fuel depot related issue
INC00090008,l eau et a l interieur de la cuve gasoil 6 urgence signalee extraction d eau dans la cuve gasole 6 constact joint de plateau cuve gasoil 6 detoriorer et a remplacer en urgence pour eviter les infiltration d eau hauteur 30cm correspondant a 988litre d eau te garoua rocade,l eau a l interieur de la cuve gasoil,joint plateau cuve detoriore,l extraction d eau dans la cuve,joint plateau de cuve,tank related issue
INC00067564,imprimante boutique autofast ne fonctionne pas impossible de faire des factures au client urgence signalee remplacement de la cartouche,imprimante boutique autofast ne fonctionne pas impossible de faire des factures au client,,remplacement de la cartouche,imprimante ticket; cartouche,pos related issue
INC00082288,2 extincteurs de 9 kgs decharges nb urgence signalee recuperation des extincteurs pour la recharge ok,2 extincteurs de 9 kgs decharges,,recharge extincteur,extincteur,safety related issue
INC00065154,fuite sur accordeon depannage pistolet et collage de l accordeon mise en service observations okay,fuite sur accordeon,,collage de l accordeon,accordéon; pistolet pompe,dispenser related issue
INC00044707,station en arret le fuel pos est eteint fuel pos installer,station en arret fuel pos est eteint,,reinstallation fuel pos,fuelpos,pos related issue
INC00063628,le flexible du mano de gonflage a eclate verifications et remplacement du flexible air,le flexible du mano de gonflage a eclate,,remplacement flexible air,mano de gonflage; flexible air,car service related issue
INC00052855,la pompe gazoil 9 ronfle et ne debite pas verifications et remplacement relais moteur,la pompe gazoil ronfle et ne debite pas,,remplacement relais moteur,relais moteur,dispenser related issue
INC00052972,debit extremement lent verifications et nettoyage des filtres,debit extremement lent,,verifications des filtres,filtre,dispenser related issue
INC00049461,flexible de vidange super 3 fendue a remplacer remplacement des es flexibles,flexible de vidange super fendue,,remplacement flexible,flexible pompe,dispenser related issue
INC00067031,visiere du compresseur ne permet plus la lecture du niveau d huile vidange compresseur nettoyage visiere essais ok,visiere du compresseur ne permet plus la lecture du niveau d huile,,vidange compresseur nettoyage visiere,compresseur; visiere,car service related issue
INC00062461,bruit insolite dans le volucompteur super 2 pompe en arret remplacement palette et bargue de guidage,bruit insolite dans le volucompteur super,,remplacement des palettes,pompe; jeu de palette; bargue de guidage,dispenser related issue
INC00054815,l imprimante de ticket shop ne fonctionne plus imprimante repare,l imprimante de ticket shop ne fonctionne plus,,repareration imprimante,imprimante ticket,pos related issue
INC00089997,incoherences entre la difference des index et les quantites affichees sur la borne a bangombe reparation emetteur d impulsion probleme resolu,incoherences entre la difference des index et les quantites affichees sur la borne,,reparation emetteur d impulsion,borne dialog; emetteur d impulsion,dialog related issue
INC00045065,fuel pos ne cloture pas la journee reconfiguration fuel post,fuel pos ne cloture pas la journee,,reconfiguration fuelpos,fuelpos,pos related issue
INC00039627,station en arret reparation du fuel pos,station en arret,,reparation fuelpos,fuelpos,pos related issue
INC00059064,borne a air non fonctionnelle verifications et remplacement de l embout air,borne a air non fonctionnelle,,remplacement embout air,borne a air; embout air,car service related issue
